"time","measured_M0","reference_M0","command_M0","measured_M1","reference_M1","command_M1","measured_M2","reference_M2","command_M2","measured_M3","reference_M3","command_M3","measured_M4","reference_M4","command_M4","measured_M5","reference_M5","command_M5","measured_M6","reference_M6","command_M6","angle_0","angle_1","angle_2","angle_3","angle_4","angle_5","angle_6","JR3_FX","JR3_FY","JR3_FZ","JR3_MX","JR3_MY","JR3_MZ","map_creation_id","unix_time_seconds"
98.6765,7.10429593,7.145085,1.52095168,1.08231066,1.076378,0.20976142,3.0966056,3.076518,0.49013259,1.56885769,1.57596,0.22655761,5.55340209,5.527471,1.28295468,1.0706768,0.178587,0,3.32135695,3.320849,0.51837874,94.32,80.1954,-64.98,71.7678,83.7,59.58,103.68,0.287263879507069,0.502211385207332,-2.39507003139649,0.0333660918710791,0.0136742264872191,0.0128514679498247,1512347428278.88,1512396338
99.4775,6.01679182,6.073008,1.32304828,3.64380602,3.646872,1.06482009,0.82909696,0.817028,0.04765281,8.3447293,8.355363,2.06965572,2.92674243,2.919807,0.68482367,7.37411771,7.426287,1.55060512,6.19377555,6.172431,1.3237031,92.88,95.9256,-53.451,98.5266,76.32,90,113.8716,-1.00614350936293,0.826572838547332,-4.77965528385649,0.0675003666971487,0.0654372120848163,0.0194692003598247,1512347428282.49,1512396338.2
100.2785,1.74617286,1.732867,0.33107136,6.61651904,6.623936,1.78190523,2.42957832,2.46058,0.66002,9.94566263,9.942201,2.41332632,1.73194398,1.740285,0.38934572,1.84533628,1.836954,0.18235625,0.64026017,0.465999,0,68.1912,108.927,-60.48,104.22,67.0176,67.5666,72.6948,0.717217075317069,0.217372909017332,-2.61316186996649,-0.00136032060654455,0.00906777912527553,0.00764443291982473,1512347428280.96,1512396339
101.0795,6.57347549,6.600624,1.6938243,1.05927078,1.051077,0.21793214,9.42365283,9.439014,2.12645152,2.03259168,2.01774,0.34128419,4.61633388,4.636402,1.38777394,6.94268452,6.941314,1.44579716,2.28377172,2.291879,0.54119151,88.281,81.657,-84.6252,78.579,76.86,87.9174,84.78,-0.872996239162931,0.286753530977332,-3.85942819616649,0.0109566062175179,0.0572475328317043,0.00839588773982473,1512347428282.16,1512396340
101.8795,9.51975454,9.540688,2.34669056,8.51618225,8.500553,2.23282926,2.22481704,2.248285,0.32167005,7.53630025,7.533951,1.93342573,6.40712019,6.425047,1.82318359,4.85328321,4.876309,0.7817848,4.51909217,4.530614,0.9799603,103.4244,122.3496,-68.22,100.98,86.22,86.94,102.0816,-0.634105571082931,0.643824212527332,-4.31361603312649,0.0479357651418999,0.0579433571948595,0.0164898977798247,1512347428278.8,1512396341
102.6805,7.50500893,7.491053,1.64048682,6.20586646,6.211896,1.45568832,9.84051674,9.841356,2.26604396,8.39589142,8.359527,2.10613071,5.5510304,5.547301,1.37589339,1.14973523,1.02245,0,9.62445995,9.614394,2.03919452,101.88,119.9754,-91.8792,106.2,86.22,61.1478,127.7118,-1.09399001428293,0.647166746077332,-4.60693559954649,0.0333053452011619,0.0704413131318515,0.0203241555398247,1512347428281.51,1512396342
103.4815,1.49623552,1.512768,0.28593993,5.32707457,5.336005,1.22947507,6.11788021,6.097851,1.14143665,6.83098618,6.844597,1.44904958,5.31792091,5.334344,1.30168974,2.03710942,2.041767,0.4047481,7.34848038,7.383844,1.34989135,68.7168,112.86,-83.52,101.16,84.96,60.84,125.1,-0.660307724602931,0.604215388967332,-4.59249817763649,0.0302367880751335,0.0551251549825107,0.0190682629398247,1512347428282.56,1512396342.25
104.2825,8.53062154,8.535847,2.11354521,4.92218211,4.964348,1.24903599,7.19702801,7.210593,1.62236934,4.69866748,4.695159,0.97562545,2.03699643,2.017655,0.46691862,2.87964618,2.907541,0.60977846,8.37206131,8.340021,1.76358187,98.919,112.68,-84.78,93.78,71.1,65.7,126,-1.14452201066293,0.449119263947332,-3.56916669184649,0.0161543831303247,0.0595230730772443,0.0150481583698247,1512347428279.36,1512396343
105.0825,9.35824958,9.383191,2.33861936,8.56881266,8.432054,2.23641275,6.41322002,6.363077,1.43527831,6.11505564,6.13702,1.60322418,2.35899007,2.362328,0.86982968,8.66401246,8.663361,1.7942097,8.34642381,8.319882,1.75983785,104.2488,125.1558,-84.96,98.6616,71.8074,96.075,126.36,-2.37553580106293,0.631889203977332,-5.30069908969649,0.0410696494036379,0.105778307663468,0.0177474281598247,1512347428279.12,1512396344
105.8845,1.98086327,1.956214,0.40567225,8.41622979,8.41717,2.03815824,9.16524464,9.134689,2.09214812,3.16741873,3.154799,0.61434302,7.75834176,7.773962,2.18938969,5.41945446,5.424882,0.88594414,5.62771719,5.619402,0.96924938,74.7702,125.1,-88.92,89.8956,89.388,89.9316,120.4002,-1.84690370532293,0.607428159837332,-5.50028257517649,0.0412927537856163,0.0944310141681939,0.0174631180498247,1512347428281.48,1512396345
106.6855,9.86851484,9.888085,2.44613513,5.60219817,5.611995,1.29864299,9.07986149,9.075254,2.08612407,9.00260848,8.987516,2.2722207,5.31012809,5.315399,1.30258866,4.3089095,4.301784,0.64764506,0.62331914,0.181639,0,105.2892,119.7,-91.44,108.099,88.2,85.5,74.9214,-0.136851432522931,0.301413041037332,-4.13222766450649,0.00604892367134425,0.0479629875002259,0.0103173795098247,1512347428279.59,1512396346
107.4865,4.7969216,4.793851,0.99539833,8.55356569,8.548962,2.28334461,9.1656964,9.078111,1.85924702,4.14887266,4.163209,0.86388408,5.77905741,5.813062,1.68836721,9.21979325,9.234358,1.90608652,9.93211029,9.912353,2.08474525,94.158,126.2556,-92.7,96.48,88.2612,99.72,128.6316,-2.48213301003293,0.747376957007332,-6.34997739466649,0.0535921648946711,0.117700612741222,0.0208162063698247,1512347428280.2,1512396346.3
108.2865,3.15939725,3.136023,0.65615944,8.47484605,8.523345,2.03347848,1.79146389,1.768227,0.23608174,2.87219211,2.848725,0.52359725,2.15806877,2.148454,0.49175983,5.1378935,5.145207,0.83111677,3.01178683,3.007782,0.45224293,81.18,124.92,-63.0414,82.7136,69.4854,88.02,104.3802,-0.819842637312931,0.351121584087332,-3.14568564961649,0.0230373468397863,0.0495883324080183,0.00971998390982473,1512347428280.08,1512396347
109.0875,8.06383843,8.065412,2.00921877,1.08784475,1.090996,0.2267455,7.12666603,7.13641,1.60995469,1.41379026,1.410762,0.21381984,5.12309844,5.117939,1.49022714,2.34363009,2.339867,0.23339764,7.34757681,7.344915,1.5593549,95.5962,84.609,-78.84,73.395,77.8302,73.5354,118.5246,-1.02241245502293,0.505897992697332,-3.33909345075649,0.0311766907934747,0.0524070094153259,0.0137637804698247,1512347428280.74,1512396348
109.8885,7.63263155,7.617024,1.65242893,3.35275782,3.352853,0.98199257,0.59779461,0.116181,0,0.90996226,0.931329,0.09960069,9.82447766,9.88363,2.75422532,5.93062365,5.938844,1.21813847,3.25133384,3.250382,0.49316437,95.58,93.9546,-47.9718,66.3696,93.789,86.4,106.02,-0.494332833872931,0.855168987447332,-3.81050509774649,0.0802398398836647,0.0444987946471319,0.0187061982098247,1512347428278.87,1512396349
110.6895,8.10754636,8.093828,2.01034779,2.5921021,2.598742,0.58831298,9.65303527,9.651332,2.17885824,0.55826533,0.569984,0.04626889,5.64815936,5.650934,1.33835724,2.96525513,2.973051,0.37357635,4.63225863,4.583333,0.96272848,97.1208,93.6,-86.4792,62.1198,87.48,78.1416,107.82,-0.823775904092931,0.432834731787332,-3.50018884045649,0.0258663078777743,0.0520698413784351,0.0119779464898247,1512347428279.83,1512396350
111.4895,0.17268606,0.086038,0,4.42614644,4.427804,1.26776752,6.69658803,6.692485,1.29924781,9.52247415,9.51866,2.36534175,7.25553007,7.275906,2.10358996,7.80080728,7.808893,1.65834569,7.11604861,7.110478,1.51312333,48.1842,102.4488,-84.42,106.353,93.1932,93.6,118.9422,-1.36853226186293,0.853257717657332,-6.74728530789649,0.0634109242028571,0.0913706495587163,0.0225176444098247,1512347428281.02,1512396350.33
112.2905,6.87107384,6.795343,1.73257628,4.46567569,4.473251,1.05582319,5.39777078,5.420024,0.97607835,8.93213349,8.961785,1.96841312,2.32725376,2.328258,0.53173198,3.85556588,3.857704,0.56047014,2.3941147,2.394566,0.34069977,91.6236,106.2,-81.54,105.66,75.6594,82.08,99.837,-0.374110013892931,0.375509331837332,-4.00812018543649,0.0130935992812963,0.0479685542581231,0.0120074721698247,1512347428282.86,1512396351
113.0915,4.6086497,4.600988,1.01168258,0.48948495,0.484797,0.08312247,9.91279882,9.928415,2.27061194,0.437193,0.071799,0,5.88364044,5.887173,1.68640499,6.82127334,6.858314,1.43432866,6.79552314,6.796637,1.45385901,85.14,74.5236,-87.318,62.7588,83.457,89.928,115.92,-1.62910000013293,0.539610682627332,-4.62264881611649,0.0365850150677439,0.0777188740865775,0.0143516768898247,1512347428282.59,1512396352
113.8925,2.5404834,2.534274,0.51698606,0.11226303,0.022586,0,1.90316215,1.875974,0.27724189,2.69995766,2.661162,0.75760114,6.47081866,6.480416,1.81264728,9.1301185,9.142612,1.91090242,1.30502853,1.300469,0.12504029,70.56,58.68,-59.3262,70.1568,85.14,96.1596,86.8752,-0.664976116082931,0.623574922257332,-4.42635894466649,0.0563089038568811,0.0525519544750595,0.0131034097398247,1512347428279.73,1512396353
114.6925,8.71426281,8.655359,2.13051117,1.65763072,1.659982,0.37979114,0.5801759,0.432901,0,7.91871729,7.944678,2.00368652,4.56167066,4.545302,1.112712,9.7388685,9.741865,2.02927212,7.79787116,7.803437,1.64943855,98.0568,84.24,-50.58,97.6518,84.6,101.5218,120.2562,-1.70228622481293,1.11348765983733,-6.08253739943649,0.100520562575616,0.0926534819945183,0.0249022378998247,1512347428282.28,1512396354
115.4935,0.14817792,0.002159,0,8.80915066,8.814412,2.31795205,5.70067757,5.710212,1.31181576,9.11950197,9.116776,2.27792682,8.52532151,8.540572,2.4558687,7.19442916,7.215978,1.24618372,8.47969372,8.488002,1.79279295,48.9132,123.7698,-78.2586,107.1,96.1146,99.72,124.4484,-1.90432014151293,0.991676668597332,-7.23212216135649,0.0817024059718707,0.10987137477817,0.0251713401998247,1512347428282.26,1512396354.37
116.2945,8.41011412,8.383815,2.07417926,1.21388665,1.213849,0.25957594,3.97788125,3.982671,0.6727667,5.94214355,5.946973,1.21731537,8.16696095,8.277602,2.15341923,6.91467528,6.924228,1.18140999,7.38981668,7.363258,1.34773085,97.8048,87.4728,-74.16,98.64,95.76,98.1,123.48,-1.70947472377293,1.09563712450733,-6.62803403090649,0.0934320112933711,0.0982046151745759,0.0260620711498247,1512347428280.95,1512396355
117.0955,9.36705893,9.401206,2.33674176,5.49603395,5.500337,1.5373377,9.46385971,9.457389,2.18765126,8.89565367,8.903894,2.25308946,2.29856685,2.283046,0.524551,2.42686737,2.422263,0.26389228,4.56901183,4.555579,0.77231838,104.04,110.4174,-90.5022,106.7598,76.6548,76.8924,114.8058,-0.883580256142931,0.420104682867332,-4.10216434884649,0.0121615641554495,0.0615406547040331,0.0143728970098247,1512347428280.64,1512396356
117.8955,2.67228495,2.664036,0.55969402,9.35375097,9.346655,2.48486169,7.28229819,7.379663,1.4870428,8.39329379,8.398848,2.12533608,7.70164556,7.750032,2.19949636,8.34066345,8.347486,1.72984417,5.03782838,5.014119,1.05678847,81.7488,128.4732,-89.5176,108.54,93.6,98.0748,115.38,-1.60473475198293,0.659748438867332,-6.35765238085649,0.0442423267280895,0.0987374341342635,0.0188633115498247,1512347428279.75,1512396357
118.6965,3.80598153,3.754994,0.95518141,6.38340924,6.388598,1.44926059,5.11327331,5.116453,0.90541467,3.46433968,3.455792,0.66604713,8.68818189,8.684568,2.45831128,3.2866841,3.293601,0.42186883,5.92294392,5.913349,1.21758214,82.08,120.0582,-81.18,91.6074,94.32,82.6398,115.74,-0.722532791852931,0.580793763347332,-4.58999896845649,0.0389045015060607,0.0594375288354207,0.0166802391998247,1512347428281.91,1512396358
119.4975,1.47590621,1.508632,0.2981923,3.56892632,3.564981,0.78474365,2.12859156,2.135399,0.30275863,6.5843239,6.597734,1.65931966,7.78273688,7.766489,1.99129682,9.1083209,9.080179,1.87932169,5.92294388,5.918648,1.25313185,66.4272,104.2722,-66.6,98.1,93.96,98.64,116.1,-1.10169633292293,0.943824850487332,-6.17856450487649,0.0808228486530023,0.0788330325680499,0.0226453492798247,1512347428280.28,1512396358.41
120.2985,9.60095869,9.622046,2.3875414,5.09938611,5.071286,1.42145663,9.56268279,9.553499,2.19440294,6.95906084,6.946138,1.80149237,4.10132458,4.094558,0.98647251,8.62956564,8.643031,1.78149641,4.94645935,4.962751,0.90370937,104.58,112.4748,-91.4742,102.735,87.12,99.36,115.74,-1.81157720869293,0.675355312807332,-5.80136621407649,0.0470867281832231,0.0984551809304111,0.0182011139898247,1512347428278.86,1512396359
121.0985,5.39121439,5.377679,1.11834144,3.29741685,3.294329,0.74223252,9.90218233,9.926513,2.20879942,4.80810689,4.811761,1.00202969,8.2324665,8.23163,2.37836043,8.17091374,8.086891,1.46445592,9.2463348,9.221132,1.95419152,95.04,106.56,-92.52,98.0838,95.04,99.36,126.54,-2.19488248144293,0.873557528307332,-6.65844069201649,0.0669294804530431,0.112269033017901,0.0227424206498247,1512347428281.38,1512396360
121.8995,4.59148279,4.566682,0.95013312,1.65751777,1.650983,0.35528914,7.76839471,7.766354,1.49888684,8.93507,8.933318,2.22526564,3.18605412,3.177305,0.73310011,3.64911053,3.648079,0.50857839,4.54100266,4.53478,0.75897818,88.92,92.205,-87.84,105.4818,81.5652,83.943,114.183,-0.877594077982931,0.550537888977332,-4.95089538257649,0.0287053488950379,0.0656455895708235,0.0161465578498247,1512347428282.46,1512396361
122.7005,6.07665027,6.114923,1.56178378,3.68988584,3.687912,1.07279819,4.93539188,4.941188,0.86243631,6.593585,6.594909,1.37111616,1.72223108,1.705717,0.39400149,5.48755766,5.483565,1.11352532,3.28747474,3.276265,0.50673217,91.26,99.18,-79.92,99.36,71.3448,86.04,107.1612,-0.666335924952931,0.385152502857332,-3.93160292336649,0.0153400099463451,0.0518237024478567,0.0117575827798247,1512347428280.3,1512396362
123.5015,1.87650622,1.868426,0.36327957,5.69887552,5.687181,1.52484662,1.70935606,1.699793,0.21548881,0.95039506,0.946052,0.09757545,9.30461193,9.421018,2.59825004,1.12150012,0.554507,0,1.9705874,1.968643,0.25880301,69.1992,104.4,-61.0218,68.8752,93.645,64.6974,94.5,0.745428911227069,0.457108228407332,-2.45220733334649,0.0340500778100871,0.00328986664397594,0.0116244547298247,1512347428282.11,1512396362.45
124.3015,3.15126554,3.144596,0.86294242,2.32883726,2.324951,0.49195722,3.67136047,3.685122,0.90693767,0.76551126,0.764675,0.06023272,9.88185145,9.912458,2.76623558,1.18587615,0.881086,0,0.67391649,0.395903,0,70.92,90,-65.88,64.3824,96.39,62.46,74.367,1.11659542638707,0.399162076937332,-2.25982767006649,0.0279588544681403,-0.00727596003095366,0.00997209001982473,1512347428281.44,1512396363
125.1035,7.51043006,7.542572,1.88423687,1.39368822,1.387323,0.29091837,1.08377808,1.070527,0.09740188,5.36964764,5.350037,1.36698531,-0.00666346,0.012463,0,7.50015947,7.543896,1.63667102,0.69944105,0.526799,0,91.8,84.411,-53.964,85.3092,49.3812,91.1502,72.72,-0.535494825532931,0.309454761477332,-2.91762855128649,0.0196332500539379,0.0404491232274015,0.00672413394982473,1512347428280.44,1512396364
125.9045,8.97538122,8.925457,2.1797552,0.6776442,0.662715,0.14097097,7.63173649,7.585793,1.71931951,8.92004886,8.939467,2.23238627,6.78027602,6.801529,1.94016705,3.34620381,3.359286,0.4398148,9.72813951,9.766808,2.05960151,101.52,81.504,-84.78,106.2,88.6842,82.44,128.034,-1.34567096293293,0.919501216897332,-5.65710851497649,0.0655257595101227,0.0811945284009455,0.0240207670998247,1512347428279.31,1512396365
126.7055,9.0441621,9.013311,2.04834738,1.58478396,1.579988,0.58965727,7.43442923,7.439436,1.45091271,2.10622901,2.104575,0.37284216,7.75698642,7.743898,2.18973343,4.93064753,4.935814,0.98786088,2.97440347,2.97201,0.4385529,101.52,83.7,-84.06,81.4464,90.8622,84.0474,105.0516,-0.639461334462931,0.539816147417332,-4.00099145863649,0.0360866672343515,0.0520667431727723,0.0142150606698247,1512347428280.63,1512396366
127.5055,4.24419063,4.200354,0.87956232,3.50534067,3.503246,1.02882634,7.3710695,7.517495,1.6517633,4.22330052,4.242394,1.13624434,8.27719095,8.308118,2.38189391,1.15188108,0.806835,0,5.3457044,5.345156,1.13226808,87.84,94.5,-83.88,88.74,93.78,64.8,111.06,-0.0215905750429309,0.555566003657332,-3.73940579927649,0.0327087407086971,0.0339984024627171,0.0158649102298247,1512347428280.36,1512396366.5
128.3065,0.1314627,0.048616,0,0.15484175,0.275858,0.01240214,9.03592761,9.040436,2.02525836,2.99699144,2.998769,0.54599536,2.2980022,2.286541,0.54480038,9.11780797,9.132087,1.89752879,8.12878714,8.136093,1.71083725,43.749,61.8318,-85.32,81.1116,74.8116,97.02,121.995,-2.01132164144293,0.596019557337332,-5.58556088577649,0.0392188989855163,0.0912847909475011,0.0157455969098247,1512347428281.07,1512396367
129.1075,2.74648687,2.77375,0.83821469,1.50832301,1.521783,0.33877456,0.7178505,0.723278,0.0253881,8.1231398,8.108831,2.009557,8.97155001,8.954874,2.5364112,1.35641644,1.368058,0.04447937,6.30637736,6.324902,1.14998032,66.06,79.2,-54.3996,99.54,95.04,65.475,120.42,0.232883640307069,1.01050755607733,-4.61836544146649,0.0805041203375619,0.0301712546039711,0.0246756999998247,1512347428278.69,1512396368
129.9085,4.48836804,4.456611,1.22141808,2.4199804,2.419513,0.79533456,7.49078662,7.522645,1.70585508,5.66882732,5.688455,1.18889015,4.56810831,4.554371,1.09680021,8.36799511,8.369546,1.73352929,4.96464277,4.991716,0.85370864,78.1974,86.895,-82.44,95.94,87.7014,95.94,117.3816,-1.48102979248293,0.807319000507332,-5.83175333657649,0.0615334238488111,0.0852602540814435,0.0202857354498247,1512347428282.49,1512396369
130.7085,9.60242694,9.568284,2.35255383,6.22325934,6.221771,1.69903889,3.48308844,3.479187,0.55501618,2.60079579,2.60101,0.49088321,8.73471349,8.719675,2.47908548,6.51768896,6.543203,1.14815679,3.86900603,3.861148,0.6227943,103.2102,110.6694,-73.8,85.5,95.22,94.5,112.68,-1.12876260252293,0.780690987997332,-4.80662985081649,0.0665096767684067,0.0715449558954259,0.0187228987498247,1512347428280.83,1512396370
131.5095,4.35058071,4.381489,0.91995009,4.14300408,4.162062,0.94187721,6.75610779,6.76304,1.53256018,4.68635691,4.688089,1.22954431,2.16687813,2.158349,0.50560395,7.58983423,7.570594,1.5612198,4.49119582,4.424039,0.86981197,88.92,104.58,-80.1,89.82,75.24,95.22,112.86,-1.40685661055293,0.509552889557332,-4.52114223414649,0.0337990104494931,0.0745326092121927,0.0135480440798247,1512347428279.89,1512396370.54
132.3105,0.81735032,0.841049,0.18485714,7.87648592,7.889007,2.07871646,7.40178939,7.422637,1.72134643,9.75490596,9.751396,2.42869477,9.17755365,9.19315,2.61424209,4.62864433,4.622452,0.72759502,6.28457977,6.2889,1.33162701,61.74,120.42,-86.166,110.538,98.9622,90.36,118.0026,-1.06387659622293,0.801687007007332,-6.39991222881649,0.0583074273166711,0.0842330225051979,0.0219769994398247,1512347428279.66,1512396371
133.1115,7.44289162,7.433341,1.8797957,1.99825984,2.002639,0.43472956,9.00678887,9.02332,2.02437646,5.52381152,5.537589,1.13883518,0.14038517,0.138704,0.04093,6.01826563,6.030856,1.25504476,2.55799145,2.555884,0.37262139,93.8034,94.0248,-88.2,96.12,55.989,90.54,102.4632,-1.19648176311293,0.211394134537332,-3.90154753850649,-0.00258841001251575,0.0659532787306663,0.00808736470982473,1512347428279.33,1512396372
133.9115,2.77494785,2.753343,0.56338171,5.98021088,5.984117,1.637687,4.88626266,4.905983,0.8593284,5.87607332,5.884096,1.51184378,8.03391685,7.977886,2.27692759,9.54912815,9.565924,1.99146227,6.05022801,6.048384,1.29659472,79.695,111.06,-81,99.54,92.4066,102.114,116.055,-1.73349270643293,0.762672636767332,-6.38412889176649,0.0610806440961655,0.0988493215588055,0.0191441836398247,1512347428279.84,1512396373
134.7125,7.88098774,7.909141,1.98530651,4.40096064,4.406372,1.0072522,1.96776415,1.971597,0.26082735,4.69132624,4.699221,0.93895876,3.74951475,3.746944,0.86839785,4.69369812,4.68019,0.71995056,7.20018935,7.197031,1.52469817,96.0642,107.82,-66.1032,93.24,81.1602,89.82,119.52,-1.03626774963293,0.718781613677332,-4.31998893141649,0.0569157449669059,0.0628672824617975,0.0178019134998247,1512347428279.9,1512396374
135.5135,0.14411205,0.077158,0,2.05902193,2.061821,0.43935257,4.28485389,4.263183,0.99863576,2.79686066,2.798135,0.49585692,3.65927525,3.661625,0.85801903,8.71878874,8.703652,1.81290943,4.90862434,4.935329,0.86327293,45.189,88.38,-68.94,82.26,78.48,97.2,115.56,-1.43169186944293,0.676701688137332,-5.03679763879649,0.0547401475250683,0.0738638521171811,0.0160820223898247,1512347428282.25,1512396374.58
136.3145,9.59553755,9.599835,2.35191556,5.26394074,5.240895,1.44283297,6.60951084,6.605015,1.48517633,0.34661462,0.394546,0,3.99764526,4.052744,1.09617577,1.67942651,1.686298,0.11717789,7.30194887,7.296055,1.56090037,102.8898,106.7904,-78.7482,63.6102,78.48,71.559,120.8736,-0.905055326472931,0.446881509297332,-2.65601673594649,0.0263144765047787,0.0454409453263879,0.0126191072698247,1512347428282.15,1512396375
137.1145,4.8825304,4.914749,1.03079107,1.71692458,1.715832,0.36268324,3.79661159,3.797477,0.6153278,4.31229768,4.304373,1.1373123,1.11235188,1.106105,0.28150561,7.66008331,7.655626,1.62718319,9.36108242,9.352596,1.99856647,89.8902,89.82,-71.82,83.619,63.981,93.7854,127.2996,-1.91130296071293,0.655972480957332,-4.48800166079649,0.0471822482957091,0.0810745438397223,0.0162255376798247,1512347428282.6,1512396376
137.9165,9.89482996,9.901054,2.45347498,6.75408083,6.740753,1.82920152,7.74569368,7.742043,1.76849657,2.24243538,2.23517,0.44187184,8.30745908,8.360241,2.29836565,1.49047699,1.484234,0.0790765,0.64285779,0.112371,0,105.6204,114.0516,-84.78,81.5238,93.06,70.2126,76.707,0.489469240337069,0.226743056237332,-2.39723177843649,0.00388967638603226,0.0157752714476843,0.00796341907982473,1512347428280.47,1512396377
138.7175,9.85134787,9.806928,2.45612156,7.43511351,7.442459,1.9834263,6.24380904,6.252538,1.45291028,7.15919164,7.158987,1.85492399,8.59387657,8.604,2.46507484,1.70540296,1.736796,0.27418391,9.46227724,9.470094,1.98883754,107.928,120.8736,-85.14,102.33,97.4862,70.02,129.411,-0.821864260252931,0.830043348657332,-4.75908086060649,0.0581297722004971,0.0644545304133247,0.0230330767498247,1512347428282.36,1512396378
139.5185,2.82690042,2.793499,0.57629706,1.88599687,1.869774,0.39920753,8.52984055,8.505625,1.83847432,5.43040967,5.432783,1.12458422,0.59564868,0.587728,0.15998778,5.59236649,5.585228,1.13495756,9.48317123,9.512628,1.92799608,80.1378,92.0214,-86.76,93.6,61.668,84.4902,129.6,-1.74990486123293,0.495187314147332,-4.56605429943649,0.0219839457404127,0.0785391980586935,0.0152945879398247,1512347428281.1,1512396378.63
140.3185,0.51647682,0.53194,0.09391278,8.28973611,8.286599,2.16649651,4.79478076,4.778176,0.81891581,9.05783642,9.080762,2.24990258,5.43605685,5.412078,1.56791591,4.46488043,4.467562,0.69925597,5.4990778,5.503392,0.95494114,57.42,121.3722,-81,107.28,82.9242,84.06,122.7582,-1.11730848942293,0.605887555997332,-5.21150190709649,0.0352030375883267,0.0729650271541899,0.0180703553098247,1512347428280.91,1512396379
141.1195,9.07510776,9.060921,2.23576676,1.10896473,1.107352,0.23498068,5.99398436,6.014171,1.38086774,5.33610425,5.349581,1.10180715,2.01192361,2.013447,0.48100819,9.35136918,9.371546,1.94953045,7.44944937,7.469611,1.56827737,101.3058,87.7644,-81.9,96.4746,71.1,99.9,124.56,-2.12388359621293,0.668300984987332,-5.42575918766649,0.0465457258071823,0.0978359670951023,0.0170180985098247,1512347428278.72,1512396380
141.9205,1.88237916,1.881996,0.37749377,1.96110236,2.013366,0.59230779,1.59054253,1.585246,0.19843674,6.5636558,6.556235,1.60002923,4.06970131,4.072172,1.24757424,4.51988258,4.520467,0.6793562,7.29393006,7.306464,1.33352574,71.0622,87.48,-61.9326,96.66,74.2374,88.02,124.2,-1.12743446311293,0.776142721197332,-4.80806170713649,0.0591901492390147,0.0643705597526663,0.0188355323598247,1512347428282.79,1512396381
142.7215,8.98622353,8.916115,2.20024563,6.0632223,6.056216,1.66612531,1.04639463,1.037538,0.08994748,8.71178634,8.595596,2.14132144,2.18404507,2.175804,0.51259331,2.99834678,3.00425,0.37223473,9.81182861,9.830588,2.07869046,102.1464,111.6666,-59.7276,104.031,71.64,81.36,130.9626,-1.12233375343293,0.803882665967332,-4.13353623917649,0.0594419139570135,0.0622523248681255,0.0202886894498247,1512347428279.2,1512396382
143.5215,0.97004588,1.022277,0.21069143,5.53612795,5.533005,1.27223949,0.53940433,0.350574,0,3.13782843,3.12338,0.56512073,9.01627448,8.916174,2.42541791,5.79532081,5.8072,1.18035325,2.99891159,3.012154,0.44993362,61.776,109.44,-49.6638,85.4928,93.06,88.38,108.1872,-0.345532943792931,0.744091568117332,-4.32608037030649,0.0658246626124595,0.0454014203079671,0.0173373212198247,1512347428281.24,1512396382.66
144.3225,2.74851981,2.764274,0.82375279,1.41955167,1.42382,0.29989875,8.21552669,8.236714,1.850028,3.56485681,3.578424,0.72869146,2.43646742,2.422766,0.54758721,1.07530728,0.445637,0,3.30328648,3.313756,0.57696218,67.5,84.5676,-81.72,84.6,73.5768,62.64,106.92,-0.0990300638229309,0.235332787027332,-2.77654584376649,-0.00114912652032015,0.0257210646254539,0.00874952796982473,1512347428280.04,1512396383
145.1235,8.83025275,8.836167,2.18061259,4.20308846,4.210874,1.19426309,0.61417102,0.124529,0,1.82658804,1.828355,0.29729052,9.3458352,9.404085,2.645425,1.05441329,0.135909,0,6.49860229,6.501604,1.37875385,98.6328,99.558,-50.76,77.139,94.4694,62.64,118.8,0.132738145287069,0.814961409097332,-2.93673450808649,0.0694157003226907,0.0211521634363623,0.0193325473298247,1512347428282.35,1512396384
145.9245,2.72852937,2.723371,0.56166623,3.93733896,3.939365,0.91351357,0.52856199,0.01724,0,6.67083643,6.689949,1.67402048,3.76724645,3.761402,0.88708291,8.5659801,8.577218,1.79103212,2.54726213,2.562947,0.37304926,77.706,99.36,-48.6,94.2048,82.08,96.3864,103.7376,-0.727763903822931,0.709284751117332,-4.74928539781649,0.0608952796329795,0.0587547117658539,0.0161575610298247,1512347428279.65,1512396385
146.7245,6.2853643,6.296312,1.61232316,7.4229159,7.41198,1.9915109,3.80033855,3.787421,0.91560588,2.50332821,2.504475,0.46878657,3.003768,2.993222,0.69120497,9.55793752,9.562077,2.00977464,0.93424457,0.926783,0.05838573,91.62,115.2702,-65.8152,81.36,76.6926,101.241,85.1886,-0.971682237612931,0.397598879287332,-3.78333892237649,0.0314067730476743,0.0602158872168863,0.00902931556982473,1512347428279.74,1512396386
147.5255,2.6464215,2.642542,0.53576067,6.87210384,6.865253,1.64573923,0.60423221,0.548087,0,7.35344951,7.339676,1.86058901,5.11112675,5.118887,1.4944892,7.59943413,7.630792,1.375148,7.92391291,7.916039,1.67172307,79.3476,115.2,-51.48,98.2206,83.4912,100.08,122.9346,-1.70339875183293,0.908043401337332,-5.74128313753649,0.0797864586768763,0.0901065156028295,0.0210649832398247,1512347428279.94,1512396386.7
